Hid,StreetType,Zip,Precinct,PrecinctSub,District,CityArea,isApt,cHid,nVoters,nAff,nPAVs,nDEMs,nREPs,nNPPs,nVScorePos,nVScore,nVScorePct,E34_nVotesPos,E34_nVotes,E34_nVotesPct,E56_nVotesPos,E56_nVotes,E56_nVotesPct,E78_nVotesPos,E78_nVotes,E78_nVotesPct,E12_nVotesPos,E12_nVotes,E12_nVotesPct,E14_nVotesPos,E14_nVotes,E14_nVotesPct,E16_nVotesPos,E16_nVotes,E16_nVotesPct,Eap_nVotesPos,Eap_nVotes,Eap_nVotesPct,Eag_nVotesPos,Eag_nVotes,Eag_nVotesPct,E1_nVotesPos,E1_nVotes,E1_nVotesPct,E2_nVotesPos,E2_nVotes,E2_nVotesPct,E3_nVotesPos,E3_nVotes,E3_nVotesPct,E4_nVotesPos,E4_nVotes,E4_nVotesPct,E5_nVotesPos,E5_nVotes,E5_nVotesPct,E6_nVotesPos,E6_nVotes,E6_nVotesPct,PartiesInHH,mostAffls,mixedAffls,allAff,uniformAff
3134,OTH,94536,835420,0,3,Downtown / BART,False,3134,2,0,2,0,0,2,11.0006,5.0002,0.45453884333581807,0,0,-1.0,0,0,-1.0,4,2,0.5,0,0,-1.0,0,0,-1.0,4,2,0.5,2,0,0.0,2,2,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,2,0,0.0,2,2,1.0,NPP NPP,NPP,False,False,True
3135,ST,94538,835310,0,3,Downtown / BART,True,3135,2,1,1,0,0,1,22.0126,11.003599999999999,0.4998773429762954,4,2,0.5,8,2,0.25,12,5,0.4166666666666667,4,2,0.5,4,0,0.0,4,3,0.75,6,1,0.16666666666666666,6,4,0.6666666666666666,2,0,0.0,2,2,1.0,2,0,0.0,2,0,0.0,2,1,0.5,2,2,1.0,NPP MIS,MIS,False,False,False
3136,OTH,94538,832710,0,3,Centerville,False,3136,3,3,3,3,0,0,24.5127,13.2076,0.5388064146340469,4,3,0.75,8,4,0.5,13,7,0.5384615384615384,4,3,0.75,4,1,0.25,5,3,0.6,6,3,0.5,7,4,0.5714285714285714,2,1,0.5,2,2,1.0,2,1,0.5,2,0,0.0,2,1,0.5,3,2,0.6666666666666666,DEM DEM DEM,DEM,False,True,True
3137,ST,94536,832110,0,3,Centerville,False,3137,2,2,2,1,1,0,22.0126,16.0122,0.7274106648010685,4,4,1.0,8,8,1.0,12,10,0.8333333333333334,4,4,1.0,4,4,1.0,4,2,0.5,6,4,0.6666666666666666,6,6,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,0,0.0,2,2,1.0,DEM REP,TIE,True,True,False
3138,DR,94538,832800,0,3,Centerville,False,3138,1,0,0,0,0,1,0.0,0.0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,NPP,NPP,False,False,True
3139,CMN,94536,835300,0,3,Downtown / BART,False,3139,2,1,2,1,0,1,22.0126,22.0126,1.0,4,4,1.0,8,8,1.0,12,12,1.0,4,4,1.0,4,4,1.0,4,4,1.0,6,6,1.0,6,6,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,DEM NPP,DEM,False,False,False
3140,WAY,94536,832400,0,3,Centerville,False,3140,1,1,1,1,0,0,2.5001,2.5001,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,DEM,DEM,False,True,True
3141,CT,94538,832800,0,3,Centerville,False,3141,2,1,1,1,0,1,16.5066,14.302600000000002,0.8664776513636971,2,1,0.5,4,2,0.5,8,6,0.75,2,1,0.5,2,1,0.5,4,4,1.0,4,2,0.5,4,4,1.0,1,0,0.0,1,1,1.0,1,0,0.0,1,1,1.0,2,2,1.0,2,2,1.0,NPP DEM,DEM,False,False,False
3142,CMN,94536,835000,0,3,Downtown / BART,False,3142,3,1,3,1,0,2,7.500300000000001,7.500300000000001,1.0,0,0,-1.0,0,0,-1.0,3,3,1.0,0,0,-1.0,0,0,-1.0,3,3,1.0,0,0,-1.0,3,3,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,3,3,1.0,NPP NPP DEM,DEM,False,False,False
3143,CMN,94536,835000,0,3,Downtown / BART,False,3143,2,2,2,0,2,0,22.0126,8.0034,0.3635826753768296,4,2,0.5,8,2,0.25,12,4,0.3333333333333333,4,2,0.5,4,0,0.0,4,2,0.5,6,0,0.0,6,4,0.6666666666666666,2,0,0.0,2,2,1.0,2,0,0.0,2,0,0.0,2,0,0.0,2,2,1.0,REP REP,REP,False,True,True
3144,CT,94536,832210,2,3,Centerville,False,3144,2,2,1,1,1,0,22.0126,14.604400000000002,0.6634563840709413,4,2,0.5,8,4,0.5,12,7,0.5833333333333334,4,2,0.5,4,2,0.5,4,3,0.75,6,1,0.16666666666666666,6,6,1.0,2,0,0.0,2,2,1.0,2,0,0.0,2,2,1.0,2,1,0.5,2,2,1.0,DEM REP,TIE,True,True,False
3145,WAY,94538,832710,0,3,Centerville,False,3145,1,1,0,1,0,0,5.5003,3.0002,0.5454611566641819,0,0,-1.0,0,0,-1.0,2,1,0.5,0,0,-1.0,0,0,-1.0,2,1,0.5,1,1,1.0,1,0,0.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,1,0,0.0,DEM,DEM,False,True,True
3146,ST,94536,835200,0,3,Centerville,True,3146,1,1,1,0,0,0,11.0063,0.0,0.0,2,0,0.0,4,0,0.0,6,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,3,0,0.0,3,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,LIB,LIB,False,True,True
3147,ST,94536,835200,0,3,Centerville,False,3147,2,2,1,2,0,0,15.5034,9.502,0.6128978159629501,1,1,1.0,3,1,0.3333333333333333,7,4,0.5714285714285714,1,1,1.0,2,0,0.0,4,3,0.75,3,1,0.3333333333333333,4,3,0.75,0,0,-1.0,1,1,1.0,1,0,0.0,1,0,0.0,2,1,0.5,2,2,1.0,DEM DEM,DEM,False,True,True
3148,ST,94538,832800,0,3,Centerville,False,3148,1,1,1,1,0,0,11.0063,0.0,0.0,2,0,0.0,4,0,0.0,6,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,3,0,0.0,3,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,DEM,DEM,False,True,True
3149,CMN,94536,835100,0,3,Centerville,False,3149,2,1,0,1,0,1,22.0126,6.501799999999999,0.29536719878614975,4,1,0.25,8,1,0.125,12,3,0.25,4,1,0.25,4,0,0.0,4,2,0.5,6,0,0.0,6,3,0.5,2,0,0.0,2,1,0.5,2,0,0.0,2,0,0.0,2,0,0.0,2,2,1.0,NPP DEM,DEM,False,False,False
3150,DR,94536,832210,2,3,Centerville,False,3150,1,1,0,1,0,0,11.0063,10.0031,0.9088522028292887,2,1,0.5,4,3,0.75,6,5,0.8333333333333334,2,1,0.5,2,2,1.0,2,2,1.0,3,2,0.6666666666666666,3,3,1.0,1,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,DEM,DEM,False,True,True
3151,PL/TER,94536,835410,0,3,Downtown / BART,False,3151,3,2,3,0,2,1,19.0067,10.5005,0.5524630788090517,2,0,0.0,4,0,0.0,9,4,0.4444444444444444,2,0,0.0,2,0,0.0,5,4,0.8,4,1,0.25,5,3,0.6,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,2,1,0.5,3,3,1.0,REP NPP REP,REP,False,False,False
3152,OTH,94536,835100,0,3,Centerville,False,3152,4,3,0,2,0,1,44.0252,5.503299999999999,0.12500340713954733,8,2,0.25,16,2,0.125,24,3,0.125,8,2,0.25,8,0,0.0,8,1,0.125,12,0,0.0,12,3,0.25,4,0,0.0,4,2,0.5,4,0,0.0,4,0,0.0,4,0,0.0,4,1,0.25,DEM NPP AI DEM,DEM,True,False,False
3153,PL/TER,94536,835500,0,3,Downtown / BART,False,3153,2,1,2,0,1,1,22.0126,8.0034,0.3635826753768296,4,2,0.5,8,2,0.25,12,4,0.3333333333333333,4,2,0.5,4,0,0.0,4,2,0.5,6,0,0.0,6,4,0.6666666666666666,2,0,0.0,2,2,1.0,2,0,0.0,2,0,0.0,2,0,0.0,2,2,1.0,NPP REP,REP,False,False,False
3154,AVE,94538,835310,0,3,Downtown / BART,True,3154,1,1,1,0,1,0,7.3007,3.0002,0.41094689550317093,0,0,-1.0,1,0,0.0,3,1,0.3333333333333333,0,0,-1.0,1,0,0.0,2,1,0.5,1,1,1.0,2,0,0.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,0,0.0,1,1,1.0,1,0,0.0,REP,REP,False,True,True
3155,DR,94536,832400,0,3,Centerville,False,3155,3,2,3,2,0,1,33.0189,27.0091,0.8179890910963115,6,3,0.5,12,9,0.75,18,14,0.7777777777777778,6,3,0.5,6,6,1.0,6,5,0.8333333333333334,9,5,0.5555555555555556,9,9,1.0,3,0,0.0,3,3,1.0,3,3,1.0,3,3,1.0,3,2,0.6666666666666666,3,3,1.0,DEM NPP DEM,DEM,False,False,False
3156,PL/TER,94536,835200,0,3,Centerville,False,3156,1,1,1,1,0,0,11.0063,0.0,0.0,2,0,0.0,4,0,0.0,6,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,3,0,0.0,3,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,DEM,DEM,False,True,True
3157,DR,94536,832210,2,3,Centerville,False,3157,1,0,1,0,0,1,11.0063,11.0063,1.0,2,2,1.0,4,4,1.0,6,6,1.0,2,2,1.0,2,2,1.0,2,2,1.0,3,3,1.0,3,3,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,NPP,NPP,False,False,True
3158,CMN,94536,835100,0,3,Centerville,False,3158,1,1,1,1,0,0,11.0063,2.5001,0.2271517221954699,2,0,0.0,4,0,0.0,6,1,0.16666666666666666,2,0,0.0,2,0,0.0,2,1,0.5,3,0,0.0,3,1,0.3333333333333333,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,DEM,DEM,False,True,True
3159,BLVD,94538,835310,0,3,Downtown / BART,True,3159,2,1,0,0,1,1,22.0126,17.6046,0.799751051670407,4,2,0.5,8,4,0.5,12,8,0.6666666666666666,4,2,0.5,4,2,0.5,4,4,1.0,6,2,0.3333333333333333,6,6,1.0,2,0,0.0,2,2,1.0,2,0,0.0,2,2,1.0,2,2,1.0,2,2,1.0,REP NPP,REP,False,False,False
3160,ST,94538,832710,0,3,Centerville,False,3160,2,2,2,0,1,0,22.0126,5.0002,0.2271517221954699,4,0,0.0,8,0,0.0,11,2,0.18181818181818182,4,0,0.0,4,0,0.0,3,2,0.6666666666666666,5,0,0.0,6,2,0.3333333333333333,2,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,1,0,0.0,2,2,1.0,REP AI,TIE,True,True,False
3161,CMN,94536,835100,0,3,Centerville,False,3161,6,4,3,4,0,2,62.52979999999999,16.5069,0.263984532175059,9,4,0.4444444444444444,21,4,0.19047619047619047,33,8,0.24242424242424243,9,4,0.4444444444444444,12,0,0.0,12,4,0.3333333333333333,16,1,0.0625,17,7,0.4117647058823529,4,0,0.0,5,4,0.8,6,0,0.0,6,0,0.0,6,1,0.16666666666666666,6,3,0.5,NPP NPP DEM DEM DEM DEM,DEM,False,False,False
3162,DR,94538,832620,2,3,Centerville,False,3162,2,2,2,0,2,0,22.0126,22.0126,1.0,4,4,1.0,8,8,1.0,12,12,1.0,4,4,1.0,4,4,1.0,4,4,1.0,6,6,1.0,6,6,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,REP REP,REP,False,True,True
3163,ST,94536,835010,0,3,Centerville,False,3163,4,4,0,4,0,0,44.0252,37.2172,0.845361293077601,8,6,0.75,16,11,0.6875,24,19,0.7916666666666666,8,6,0.75,8,5,0.625,8,8,1.0,12,9,0.75,12,10,0.8333333333333334,4,2,0.5,4,4,1.0,4,3,0.75,4,2,0.5,4,4,1.0,4,4,1.0,DEM DEM DEM DEM,DEM,False,True,True
3164,DR,94536,835400,0,3,Downtown / BART,True,3164,1,0,0,0,0,1,11.0063,7.0019,0.6361720105757612,2,1,0.5,4,1,0.25,6,3,0.5,2,1,0.5,2,0,0.0,2,2,1.0,3,1,0.3333333333333333,3,2,0.6666666666666666,1,0,0.0,1,1,1.0,1,0,0.0,1,0,0.0,1,1,1.0,1,1,1.0,NPP,NPP,False,False,True
3165,AVE,94538,832600,1,3,Centerville,False,3165,1,1,0,1,0,0,5.5003,0.0,0.0,0,0,-1.0,0,0,-1.0,2,0,0.0,0,0,-1.0,0,0,-1.0,2,0,0.0,1,0,0.0,1,0,0.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,0,0.0,1,0,0.0,DEM,DEM,False,True,True
3166,WAY,94536,835100,0,3,Centerville,False,3166,4,3,2,3,0,1,41.520399999999995,9.504999999999999,0.22892361345266424,6,3,0.5,14,3,0.21428571428571427,22,5,0.22727272727272727,6,3,0.5,8,0,0.0,8,2,0.25,11,0,0.0,11,5,0.45454545454545453,3,0,0.0,3,3,1.0,4,0,0.0,4,0,0.0,4,0,0.0,4,2,0.5,DEM DEM NPP DEM,DEM,False,False,False
3167,AVE,94536,835500,0,3,Downtown / BART,False,3167,4,0,4,0,0,4,32.01,11.501999999999999,0.35932521087160263,3,1,0.3333333333333333,7,1,0.14285714285714285,15,5,0.3333333333333333,3,1,0.3333333333333333,4,0,0.0,8,4,0.5,7,0,0.0,8,5,0.625,1,0,0.0,2,1,0.5,2,0,0.0,2,0,0.0,4,0,0.0,4,4,1.0,NPP NPP NPP NPP,NPP,False,False,True
3168,OTH,94538,832900,0,3,Centerville,False,3168,4,4,4,3,1,0,44.0252,35.523700000000005,0.806894687588018,8,8,1.0,16,14,0.875,24,20,0.8333333333333334,8,8,1.0,8,6,0.75,8,6,0.75,12,10,0.8333333333333334,12,10,0.8333333333333334,4,4,1.0,4,4,1.0,4,3,0.75,4,3,0.75,4,3,0.75,4,3,0.75,REP DEM DEM DEM,REP,True,True,False
3169,ST,94536,835200,0,3,Centerville,False,3169,2,2,2,2,0,0,11.0006,11.0006,1.0,0,0,-1.0,0,0,-1.0,4,4,1.0,0,0,-1.0,0,0,-1.0,4,4,1.0,2,2,1.0,2,2,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,2,2,1.0,2,2,1.0,DEM DEM,DEM,False,True,True
3170,DR,94536,835300,0,3,Downtown / BART,False,3170,7,7,6,4,3,0,60.03169999999999,57.82769999999999,0.9632860638629258,10,9,0.9,20,18,0.9,32,30,0.9375,10,9,0.9,10,9,0.9,12,12,1.0,15,13,0.8666666666666667,17,17,1.0,5,4,0.8,5,5,1.0,5,4,0.8,5,5,1.0,5,5,1.0,7,7,1.0,REP DEM REP DEM DEM DEM REP,REP,True,True,False
3171,PL/TER,94536,835410,0,3,Downtown / BART,False,3171,2,2,2,1,1,0,22.0126,20.0062,0.9088522028292887,4,2,0.5,8,6,0.75,12,10,0.8333333333333334,4,2,0.5,4,4,1.0,4,4,1.0,6,4,0.6666666666666666,6,6,1.0,2,0,0.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,REP DEM,TIE,True,True,False
3172,ST,94536,835200,0,3,Centerville,True,3172,3,2,2,2,0,1,2.5001,2.5001,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,DEM NPP DEM,DEM,False,False,False
3173,WAY,94538,832600,1,3,Centerville,True,3173,2,2,2,0,1,0,22.0126,15.008,0.6817913376884148,4,3,0.75,8,5,0.625,12,8,0.6666666666666666,4,3,0.75,4,2,0.5,4,3,0.75,6,3,0.5,6,5,0.8333333333333334,2,1,0.5,2,2,1.0,2,1,0.5,2,1,0.5,2,1,0.5,2,2,1.0,REP AI,TIE,True,True,False
3174,OTH,94538,832900,0,3,Centerville,False,3174,3,3,0,2,1,0,27.5129,14.104300000000002,0.5126431601176177,4,2,0.5,8,4,0.5,14,7,0.5,4,2,0.5,4,2,0.5,6,3,0.5,7,0,0.0,7,7,1.0,2,0,0.0,2,2,1.0,2,0,0.0,2,2,1.0,3,0,0.0,3,3,1.0,REP DEM DEM,REP,True,True,False
3175,AVE,94536,835200,0,3,Centerville,True,3175,1,0,1,0,0,1,0.0,0.0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,NPP,NPP,False,False,True
3176,ST,94538,832800,0,3,Centerville,False,3176,1,1,1,1,0,0,11.0063,11.0063,1.0,2,2,1.0,4,4,1.0,6,6,1.0,2,2,1.0,2,2,1.0,2,2,1.0,3,3,1.0,3,3,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,DEM,DEM,False,True,True
3177,DR,94536,832400,0,3,Centerville,False,3177,2,1,2,1,0,1,16.5066,12.5022,0.7574061284577079,2,1,0.5,4,1,0.25,8,5,0.625,2,1,0.5,2,0,0.0,4,4,1.0,4,2,0.5,4,3,0.75,1,0,0.0,1,1,1.0,1,0,0.0,1,0,0.0,2,2,1.0,2,2,1.0,DEM NPP,DEM,False,False,False
3178,BLVD,94538,832810,0,3,Centerville,False,3178,5,5,5,5,0,0,37.0159,20.0055,0.5404569387749589,5,3,0.6,11,3,0.2727272727272727,19,9,0.47368421052631576,5,3,0.6,6,0,0.0,8,6,0.75,8,1,0.125,11,8,0.7272727272727273,2,0,0.0,3,3,1.0,3,0,0.0,3,0,0.0,3,1,0.3333333333333333,5,5,1.0,DEM DEM DEM DEM DEM,DEM,False,True,True
3179,ST,94536,832110,0,3,Centerville,False,3179,3,1,3,1,0,2,33.0189,27.617099999999997,0.8364027874944349,6,6,1.0,12,10,0.8333333333333334,18,15,0.8333333333333334,6,6,1.0,6,4,0.6666666666666666,6,5,0.8333333333333334,9,6,0.6666666666666666,9,9,1.0,3,3,1.0,3,3,1.0,3,1,0.3333333333333333,3,3,1.0,3,2,0.6666666666666666,3,3,1.0,NPP DEM NPP,DEM,False,False,False
3180,ST,94538,832800,0,3,Centerville,False,3180,1,1,0,1,0,0,11.0063,5.5013,0.4998319144489974,2,0,0.0,4,2,0.5,6,3,0.5,2,0,0.0,2,2,1.0,2,1,0.5,3,1,0.3333333333333333,3,2,0.6666666666666666,1,0,0.0,1,0,0.0,1,1,1.0,1,1,1.0,1,0,0.0,1,1,1.0,DEM,DEM,False,True,True
3181,DR,94538,832600,1,3,Centerville,False,3181,2,2,1,2,0,0,22.0126,0.0,0.0,4,0,0.0,8,0,0.0,12,0,0.0,4,0,0.0,4,0,0.0,4,0,0.0,6,0,0.0,6,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,DEM DEM,DEM,False,True,True
3182,ST,94536,835400,0,3,Downtown / BART,True,3182,1,1,0,0,1,0,11.0063,5.0049,0.454730472547541,2,2,1.0,4,2,0.5,6,3,0.5,2,2,1.0,2,0,0.0,2,1,0.5,3,1,0.3333333333333333,3,2,0.6666666666666666,1,1,1.0,1,1,1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,REP,REP,False,True,True
3183,DR,94536,832210,2,3,Centerville,False,3183,2,2,2,2,0,0,22.0126,22.0126,1.0,4,4,1.0,8,8,1.0,12,12,1.0,4,4,1.0,4,4,1.0,4,4,1.0,6,6,1.0,6,6,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,DEM DEM,DEM,False,True,True
3184,BLVD,94538,832700,2,3,Centerville,True,3184,1,1,0,1,0,0,2.5001,2.5001,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,DEM,DEM,False,True,True
3185,OTH,94536,835400,0,3,Downtown / BART,False,3185,5,3,3,3,0,1,19.5078,0.0,0.0,2,0,0.0,6,0,0.0,10,0,0.0,2,0,0.0,4,0,0.0,4,0,0.0,5,0,0.0,5,0,0.0,1,0,0.0,1,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,DEM NPP UNK DEM DEM,DEM,False,False,False
3186,PL/TER,94538,832910,0,3,Centerville,False,3186,2,2,1,0,2,0,22.0126,20.811799999999998,0.9454494244205591,4,4,1.0,8,7,0.875,12,11,0.9166666666666666,4,4,1.0,4,3,0.75,4,4,1.0,6,5,0.8333333333333334,6,6,1.0,2,2,1.0,2,2,1.0,2,1,0.5,2,2,1.0,2,2,1.0,2,2,1.0,REP REP,REP,False,True,True
3187,CT,94538,832900,0,3,Centerville,False,3187,2,2,2,2,0,0,22.0126,22.0126,1.0,4,4,1.0,8,8,1.0,12,12,1.0,4,4,1.0,4,4,1.0,4,4,1.0,6,6,1.0,6,6,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,DEM DEM,DEM,False,True,True
3188,DR,94538,832810,0,3,Centerville,False,3188,2,2,1,2,0,0,22.0126,8.0034,0.3635826753768296,4,2,0.5,8,2,0.25,12,4,0.3333333333333333,4,2,0.5,4,0,0.0,4,2,0.5,6,0,0.0,6,4,0.6666666666666666,2,0,0.0,2,2,1.0,2,0,0.0,2,0,0.0,2,0,0.0,2,2,1.0,DEM DEM,DEM,False,True,True
3189,ST,94536,835040,0,3,Downtown / BART,False,3189,6,6,2,5,1,0,42.815000000000005,27.7105,0.6472147611818287,4,3,0.75,11,8,0.7272727272727273,21,14,0.6666666666666666,4,3,0.75,7,5,0.7142857142857143,10,6,0.6,9,7,0.7777777777777778,12,7,0.5833333333333334,2,1,0.5,2,2,1.0,3,3,1.0,4,2,0.5,4,3,0.75,6,3,0.5,DEM REP DEM DEM DEM DEM,DEM,True,True,False
3190,CMN,94536,835100,0,3,Centerville,False,3190,2,2,0,1,0,0,22.0126,14.0038,0.6361720105757612,4,2,0.5,8,2,0.25,12,6,0.5,4,2,0.5,4,0,0.0,4,4,1.0,6,2,0.3333333333333333,6,4,0.6666666666666666,2,0,0.0,2,2,1.0,2,0,0.0,2,0,0.0,2,2,1.0,2,2,1.0,AI DEM,TIE,True,True,False
3191,ST,94536,835200,0,3,Centerville,False,3191,2,2,2,2,0,0,22.0126,1.5016,0.06821547659067989,4,1,0.25,8,1,0.125,12,1,0.08333333333333333,4,1,0.25,4,0,0.0,4,0,0.0,6,0,0.0,6,1,0.16666666666666666,2,0,0.0,2,1,0.5,2,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,DEM DEM,DEM,False,True,True
3192,CMN,94536,835010,0,3,Centerville,False,3192,2,0,2,0,0,2,22.0126,22.0126,1.0,4,4,1.0,8,8,1.0,12,12,1.0,4,4,1.0,4,4,1.0,4,4,1.0,6,6,1.0,6,6,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,NPP NPP,NPP,False,False,True
3193,DR,94538,832620,2,3,Centerville,False,3193,2,1,2,1,0,1,16.5066,0.0,0.0,2,0,0.0,4,0,0.0,8,0,0.0,2,0,0.0,2,0,0.0,4,0,0.0,4,0,0.0,4,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,2,0,0.0,2,0,0.0,NPP DEM,DEM,False,False,False
3194,PL/TER,94536,835410,0,3,Downtown / BART,False,3194,4,3,4,1,2,1,44.0252,23.8096,0.5408175317772549,8,4,0.5,16,9,0.5625,24,13,0.5416666666666666,8,4,0.5,8,5,0.625,8,4,0.5,12,2,0.16666666666666666,12,11,0.9166666666666666,4,0,0.0,4,4,1.0,4,2,0.5,4,3,0.75,4,0,0.0,4,4,1.0,NPP REP DEM REP,REP,True,False,False
3195,CMN,94536,835100,0,3,Centerville,True,3195,1,1,1,1,0,0,10.0031,7.0019,0.6999730083674062,1,1,1.0,3,1,0.3333333333333333,5,3,0.6,1,1,1.0,2,0,0.0,2,2,1.0,2,1,0.5,3,2,0.6666666666666666,0,0,-1.0,1,1,1.0,1,0,0.0,1,0,0.0,1,1,1.0,1,1,1.0,DEM,DEM,False,True,True
3196,PL/TER,94538,835420,0,3,Downtown / BART,False,3196,1,0,1,0,0,1,11.0063,8.8023,0.799751051670407,2,1,0.5,4,2,0.5,6,4,0.6666666666666666,2,1,0.5,2,1,0.5,2,2,1.0,3,1,0.3333333333333333,3,3,1.0,1,0,0.0,1,1,1.0,1,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,NPP,NPP,False,False,True
3197,ST,94538,832810,0,3,Centerville,False,3197,2,1,0,1,0,1,15.5034,4.5018,0.29037501451294556,1,1,1.0,3,1,0.3333333333333333,7,2,0.2857142857142857,1,1,1.0,2,0,0.0,4,1,0.25,3,1,0.3333333333333333,4,1,0.25,0,0,-1.0,1,1,1.0,1,0,0.0,1,0,0.0,2,1,0.5,2,0,0.0,NPP DEM,DEM,False,False,False
3198,OTH,94536,835200,0,3,Centerville,False,3198,2,2,1,2,0,0,21.0094,11.0046,0.5237941112073643,3,2,0.6666666666666666,7,4,0.5714285714285714,11,6,0.5454545454545454,3,2,0.6666666666666666,4,2,0.5,4,2,0.5,5,1,0.2,6,5,0.8333333333333334,1,0,0.0,2,2,1.0,2,1,0.5,2,1,0.5,2,0,0.0,2,2,1.0,DEM DEM,DEM,False,True,True
3199,WAY,94536,832400,0,3,Centerville,False,3199,3,3,3,0,2,0,30.5141,8.0034,0.2622853041708587,4,2,0.5,10,2,0.2,16,4,0.25,4,2,0.5,6,0,0.0,6,2,0.3333333333333333,8,0,0.0,8,4,0.5,2,0,0.0,2,2,1.0,3,0,0.0,3,0,0.0,3,0,0.0,3,2,0.6666666666666666,REP REP AI,REP,True,True,False
3200,PL/TER,94536,835500,0,3,Downtown / BART,False,3200,5,5,0,5,0,0,49.525499999999994,25.5105,0.5150982827028501,8,5,0.625,16,5,0.3125,26,12,0.46153846153846156,8,5,0.625,8,0,0.0,10,7,0.7,13,3,0.23076923076923078,13,9,0.6923076923076923,4,1,0.25,4,4,1.0,4,0,0.0,4,0,0.0,5,2,0.4,5,5,1.0,DEM DEM DEM DEM DEM,DEM,False,True,True
3201,BLVD,94538,835310,0,3,Downtown / BART,True,3201,1,0,0,0,0,1,11.0063,4.0017,0.3635826753768296,2,1,0.5,4,1,0.25,6,2,0.3333333333333333,2,1,0.5,2,0,0.0,2,1,0.5,3,0,0.0,3,2,0.6666666666666666,1,0,0.0,1,1,1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,NPP,NPP,False,False,True
