Hid,StreetType,Zip,Precinct,PrecinctSub,District,CityArea,isApt,cHid,nVoters,nAff,nPAVs,nDEMs,nREPs,nNPPs,nVScorePos,nVScore,nVScorePct,E34_nVotesPos,E34_nVotes,E34_nVotesPct,E56_nVotesPos,E56_nVotes,E56_nVotesPct,E78_nVotesPos,E78_nVotes,E78_nVotesPct,E12_nVotesPos,E12_nVotes,E12_nVotesPct,E14_nVotesPos,E14_nVotes,E14_nVotesPct,E16_nVotesPos,E16_nVotes,E16_nVotesPct,Eap_nVotesPos,Eap_nVotes,Eap_nVotesPct,Eag_nVotesPos,Eag_nVotes,Eag_nVotesPct,E1_nVotesPos,E1_nVotes,E1_nVotesPct,E2_nVotesPos,E2_nVotes,E2_nVotesPct,E3_nVotesPos,E3_nVotes,E3_nVotesPct,E4_nVotesPos,E4_nVotes,E4_nVotesPct,E5_nVotesPos,E5_nVotes,E5_nVotesPct,E6_nVotesPos,E6_nVotes,E6_nVotesPct,PartiesInHH,mostAffls,mixedAffls,allAff,uniformAff
3065,OTH,94538,832900,0,3,Centerville,False,3065,2,1,0,1,0,1,22.0126,21.0094,0.9544261014146443,4,3,0.75,8,7,0.875,12,11,0.9166666666666666,4,3,0.75,4,4,1.0,4,4,1.0,6,5,0.8333333333333334,6,6,1.0,2,1,0.5,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,DEM NPP,DEM,False,False,False
3066,AVE,94536,835500,0,3,Downtown / BART,False,3066,2,2,2,2,0,0,2.5001,2.5001,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,DEM DEM,DEM,False,True,True
3067,DR,94538,832800,0,3,Centerville,False,3067,1,1,1,0,1,0,11.0063,5.8021,0.5271617164714755,2,1,0.5,4,2,0.5,6,3,0.5,2,1,0.5,2,1,0.5,2,1,0.5,3,0,0.0,3,3,1.0,1,0,0.0,1,1,1.0,1,0,0.0,1,1,1.0,1,0,0.0,1,1,1.0,REP,REP,False,True,True
3068,AVE,94536,835420,0,3,Downtown / BART,False,3068,2,2,0,2,0,0,20.0062,16.4054,0.820015795103518,2,2,1.0,6,4,0.6666666666666666,10,8,0.8,2,2,1.0,4,2,0.5,4,4,1.0,4,4,1.0,6,4,0.6666666666666666,0,0,-1.0,2,2,1.0,2,2,1.0,2,0,0.0,2,2,1.0,2,2,1.0,DEM DEM,DEM,False,True,True
3069,AVE,94536,832110,0,3,Centerville,False,3069,3,3,3,3,0,0,25.5065,22.5063,0.8823750808617411,2,2,1.0,6,6,1.0,12,11,0.9166666666666666,2,2,1.0,4,4,1.0,6,5,0.8333333333333334,5,4,0.8,7,7,1.0,0,0,-1.0,2,2,1.0,2,2,1.0,2,2,1.0,3,2,0.6666666666666666,3,3,1.0,DEM DEM DEM,DEM,False,True,True
3070,AVE,94538,832600,1,3,Centerville,False,3070,1,1,0,1,0,0,11.0063,1.5016,0.13643095318135978,2,1,0.5,4,1,0.25,6,1,0.16666666666666666,2,1,0.5,2,0,0.0,2,0,0.0,3,0,0.0,3,1,0.3333333333333333,1,0,0.0,1,1,1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,DEM,DEM,False,True,True
3071,DR,94538,832800,0,3,Centerville,False,3071,2,0,1,0,0,2,11.0006,11.0006,1.0,0,0,-1.0,0,0,-1.0,4,4,1.0,0,0,-1.0,0,0,-1.0,4,4,1.0,2,2,1.0,2,2,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,2,2,1.0,2,2,1.0,NPP NPP,NPP,False,False,True
3072,CMN,94538,835310,0,3,Downtown / BART,False,3072,3,2,2,2,0,1,16.0065,9.0019,0.5623902789491769,2,1,0.5,4,1,0.25,8,4,0.5,2,1,0.5,2,0,0.0,4,3,0.75,3,0,0.0,5,4,0.8,1,0,0.0,1,1,1.0,1,0,0.0,1,0,0.0,1,0,0.0,3,3,1.0,DEM DEM NPP,DEM,False,False,False
3073,CMN,94538,832620,2,3,Centerville,False,3073,1,1,0,0,1,0,11.0063,11.0063,1.0,2,2,1.0,4,4,1.0,6,6,1.0,2,2,1.0,2,2,1.0,2,2,1.0,3,3,1.0,3,3,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,REP,REP,False,True,True
3074,PL/TER,94538,832910,0,3,Centerville,False,3074,2,2,2,2,0,0,22.0126,20.0062,0.9088522028292887,4,2,0.5,8,6,0.75,12,10,0.8333333333333334,4,2,0.5,4,4,1.0,4,4,1.0,6,4,0.6666666666666666,6,6,1.0,2,0,0.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,DEM DEM,DEM,False,True,True
3075,CT,94536,835400,0,3,Downtown / BART,False,3075,5,5,2,4,0,0,52.0219,9.504999999999999,0.18271151188249563,7,3,0.42857142857142855,17,3,0.17647058823529413,27,5,0.18518518518518517,7,3,0.42857142857142855,10,0,0.0,10,2,0.2,12,0,0.0,15,5,0.3333333333333333,2,0,0.0,5,3,0.6,5,0,0.0,5,0,0.0,5,0,0.0,5,2,0.4,DEM DEM AI DEM DEM,DEM,True,True,False
3076,AVE,94536,835500,0,3,Downtown / BART,True,3076,1,1,1,1,0,0,11.0063,5.5003,0.49974105739440144,2,0,0.0,4,0,0.0,6,2,0.3333333333333333,2,0,0.0,2,0,0.0,2,2,1.0,3,1,0.3333333333333333,3,1,0.3333333333333333,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,1,1,1.0,DEM,DEM,False,True,True
3077,CMN,94538,835310,0,3,Downtown / BART,False,3077,1,0,1,0,0,1,2.5001,2.5001,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,NPP,NPP,False,False,True
3078,PL/TER,94538,832910,0,3,Centerville,False,3078,1,1,0,0,1,0,8.5015,0.0,0.0,0,0,-1.0,2,0,0.0,4,0,0.0,0,0,-1.0,2,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,0,0,-1.0,0,0,-1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,REP,REP,False,True,True
3079,PL/TER,94538,832910,0,3,Centerville,False,3079,1,1,1,1,0,0,8.5015,3.7009,0.43532317826265954,0,0,-1.0,2,1,0.5,4,2,0.5,0,0,-1.0,2,1,0.5,2,1,0.5,2,1,0.5,2,1,0.5,0,0,-1.0,0,0,-1.0,1,1,1.0,1,0,0.0,1,0,0.0,1,1,1.0,DEM,DEM,False,True,True
3080,CT,94536,835400,0,3,Downtown / BART,False,3080,1,0,0,0,0,1,11.0063,0.0,0.0,2,0,0.0,4,0,0.0,6,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,3,0,0.0,3,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,NPP,NPP,False,False,True
3081,CT,94538,832600,1,3,Centerville,False,3081,2,1,2,1,0,1,16.5066,0.0,0.0,2,0,0.0,4,0,0.0,8,0,0.0,2,0,0.0,2,0,0.0,4,0,0.0,4,0,0.0,4,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,2,0,0.0,2,0,0.0,NPP DEM,DEM,False,False,False
3082,PL/TER,94536,835200,0,3,Centerville,False,3082,1,1,0,1,0,0,11.0063,0.0,0.0,2,0,0.0,4,0,0.0,6,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,3,0,0.0,3,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,DEM,DEM,False,True,True
3083,ST,94536,835200,0,3,Centerville,True,3083,1,1,1,1,0,0,11.0063,8.0051,0.7273198077464725,2,2,1.0,4,2,0.5,6,4,0.6666666666666666,2,2,1.0,2,0,0.0,2,2,1.0,3,2,0.6666666666666666,3,2,0.6666666666666666,1,1,1.0,1,1,1.0,1,0,0.0,1,0,0.0,1,1,1.0,1,1,1.0,DEM,DEM,False,True,True
3084,DR,94536,832210,2,3,Centerville,False,3084,1,0,1,0,0,1,11.0063,5.2025,0.47268382653571134,2,1,0.5,4,2,0.5,6,3,0.5,2,1,0.5,2,1,0.5,2,1,0.5,3,1,0.3333333333333333,3,2,0.6666666666666666,1,0,0.0,1,1,1.0,1,1,1.0,1,0,0.0,1,0,0.0,1,1,1.0,NPP,NPP,False,False,True
3085,PL/TER,94538,832910,0,3,Centerville,False,3085,1,0,0,0,0,1,2.5001,0.0,0.0,0,0,-1.0,0,0,-1.0,1,0,0.0,0,0,-1.0,0,0,-1.0,1,0,0.0,0,0,-1.0,1,0,0.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,0,0.0,NPP,NPP,False,False,True
3086,AVE,94538,832400,0,3,Centerville,False,3086,4,1,1,1,0,3,44.0252,15.212299999999999,0.3455361929076983,8,5,0.625,16,6,0.375,24,9,0.375,8,5,0.625,8,1,0.125,8,3,0.375,12,3,0.25,12,6,0.5,4,2,0.5,4,3,0.75,4,1,0.25,4,0,0.0,4,0,0.0,4,3,0.75,NPP NPP DEM NPP,DEM,False,False,False
3087,ST,94536,835200,0,3,Centerville,True,3087,1,0,1,0,0,1,2.5001,2.5001,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,NPP,NPP,False,False,True
3088,PL/TER,94538,832610,1,3,Centerville,True,3088,2,1,1,1,0,1,10.0031,1.5016,0.15011346482590399,1,1,1.0,3,1,0.3333333333333333,5,1,0.2,1,1,1.0,2,0,0.0,2,0,0.0,2,0,0.0,3,1,0.3333333333333333,0,0,-1.0,1,1,1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,DEM NPP,DEM,False,False,False
3089,WAY,94536,832210,2,3,Centerville,False,3089,3,2,2,2,0,1,33.0189,26.0133,0.7878306061074112,6,5,0.8333333333333334,12,7,0.5833333333333334,18,13,0.7222222222222222,6,5,0.8333333333333334,6,2,0.3333333333333333,6,6,1.0,9,6,0.6666666666666666,9,7,0.7777777777777778,3,2,0.6666666666666666,3,3,1.0,3,1,0.3333333333333333,3,1,0.3333333333333333,3,3,1.0,3,3,1.0,NPP DEM DEM,DEM,False,False,False
3090,CT,94538,832800,0,3,Centerville,False,3090,3,1,2,0,0,2,33.0189,5.004899999999999,0.15157682418251361,6,2,0.3333333333333333,12,2,0.16666666666666666,18,3,0.16666666666666666,6,2,0.3333333333333333,6,0,0.0,6,1,0.16666666666666666,9,1,0.1111111111111111,9,2,0.2222222222222222,3,1,0.3333333333333333,3,1,0.3333333333333333,3,0,0.0,3,0,0.0,3,0,0.0,3,1,0.3333333333333333,AI NPP NPP,AI,False,False,False
3091,AVE,94536,835500,0,3,Downtown / BART,True,3091,1,0,0,0,0,1,0.0,0.0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,NPP,NPP,False,False,True
3092,AVE,94538,832600,1,3,Centerville,False,3092,2,2,2,2,0,0,19.5078,19.5078,1.0,2,2,1.0,6,6,1.0,10,10,1.0,2,2,1.0,4,4,1.0,4,4,1.0,5,5,1.0,5,5,1.0,1,1,1.0,1,1,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,DEM DEM,DEM,False,True,True
3093,PL/TER,94538,832910,0,3,Centerville,False,3093,1,0,0,0,0,1,11.0063,4.0017,0.3635826753768296,2,1,0.5,4,1,0.25,6,2,0.3333333333333333,2,1,0.5,2,0,0.0,2,1,0.5,3,0,0.0,3,2,0.6666666666666666,1,0,0.0,1,1,1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,NPP,NPP,False,False,True
3094,WAY,94538,832600,1,3,Centerville,True,3094,1,1,1,0,1,0,11.0063,2.5001,0.2271517221954699,2,0,0.0,4,0,0.0,6,1,0.16666666666666666,2,0,0.0,2,0,0.0,2,1,0.5,3,0,0.0,3,1,0.3333333333333333,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,REP,REP,False,True,True
3095,DR,94536,832400,0,3,Centerville,False,3095,1,0,1,0,0,1,11.0063,0.0,0.0,2,0,0.0,4,0,0.0,6,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,3,0,0.0,3,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,NPP,NPP,False,False,True
3096,CMN,94536,832210,2,3,Centerville,False,3096,2,2,2,0,2,0,22.0126,15.607600000000001,0.709030282656297,4,3,0.75,8,5,0.625,12,8,0.6666666666666666,4,3,0.75,4,2,0.5,4,3,0.75,6,2,0.3333333333333333,6,6,1.0,2,1,0.5,2,2,1.0,2,0,0.0,2,2,1.0,2,1,0.5,2,2,1.0,REP REP,REP,False,True,True
3097,CT,94538,832910,0,3,Centerville,False,3097,1,1,1,1,0,0,11.0063,0.0,0.0,2,0,0.0,4,0,0.0,6,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,3,0,0.0,3,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,DEM,DEM,False,True,True
3098,DR,94536,832110,0,3,Centerville,False,3098,1,1,1,0,0,0,11.0063,0.0,0.0,2,0,0.0,4,0,0.0,6,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,3,0,0.0,3,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,AI,AI,False,True,True
3099,PL/TER,94536,835410,0,3,Downtown / BART,False,3099,1,1,0,0,1,0,11.0063,0.0,0.0,2,0,0.0,4,0,0.0,6,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,3,0,0.0,3,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,REP,REP,False,True,True
3100,BLVD,94538,832700,2,3,Centerville,True,3100,1,0,1,0,0,1,0.0,0.0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,NPP,NPP,False,False,True
3101,OTH,94536,835200,0,3,Centerville,True,3101,2,2,2,2,0,0,5.0002,0.0,0.0,0,0,-1.0,0,0,-1.0,2,0,0.0,0,0,-1.0,0,0,-1.0,2,0,0.0,0,0,-1.0,2,0,0.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,2,0,0.0,DEM DEM,DEM,False,True,True
3102,CMN,94538,832620,2,3,Centerville,False,3102,2,2,2,2,0,0,22.0126,22.0126,1.0,4,4,1.0,8,8,1.0,12,12,1.0,4,4,1.0,4,4,1.0,4,4,1.0,6,6,1.0,6,6,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,DEM DEM,DEM,False,True,True
3103,ST,94538,832710,0,3,Centerville,False,3103,3,2,3,0,2,1,22.0126,20.0062,0.9088522028292887,4,2,0.5,8,6,0.75,12,10,0.8333333333333334,4,2,0.5,4,4,1.0,4,4,1.0,6,4,0.6666666666666666,6,6,1.0,2,0,0.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,NPP REP REP,REP,False,False,False
3104,CMN,94538,835310,0,3,Downtown / BART,False,3104,3,3,3,2,1,0,24.5127,5.0002,0.2039840572437961,4,0,0.0,8,0,0.0,13,2,0.15384615384615385,4,0,0.0,4,0,0.0,5,2,0.4,6,0,0.0,7,2,0.2857142857142857,2,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,3,2,0.6666666666666666,DEM REP DEM,DEM,True,True,False
3105,AVE,94538,832400,0,3,Centerville,True,3105,1,0,1,0,0,1,2.5001,2.5001,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,NPP,NPP,False,False,True
3106,DR,94536,835300,0,3,Downtown / BART,True,3106,1,1,1,1,0,0,10.0031,10.0031,1.0,1,1,1.0,3,3,1.0,5,5,1.0,1,1,1.0,2,2,1.0,2,2,1.0,2,2,1.0,3,3,1.0,0,0,-1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,DEM,DEM,False,True,True
3107,CT,94538,832600,1,3,Centerville,False,3107,1,0,0,0,0,1,11.0063,0.0,0.0,2,0,0.0,4,0,0.0,6,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,3,0,0.0,3,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,NPP,NPP,False,False,True
3108,DR,94536,835300,0,3,Downtown / BART,True,3108,1,1,1,1,0,0,11.0063,11.0063,1.0,2,2,1.0,4,4,1.0,6,6,1.0,2,2,1.0,2,2,1.0,2,2,1.0,3,3,1.0,3,3,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,DEM,DEM,False,True,True
3109,DR,94536,832400,0,3,Centerville,False,3109,2,1,2,0,0,1,22.0126,0.0,0.0,4,0,0.0,8,0,0.0,12,0,0.0,4,0,0.0,4,0,0.0,4,0,0.0,6,0,0.0,6,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,AI NPP,AI,False,False,False
3110,PL/TER,94536,835500,0,3,Downtown / BART,False,3110,1,1,0,0,1,0,11.0063,0.0,0.0,2,0,0.0,4,0,0.0,6,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,3,0,0.0,3,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,REP,REP,False,True,True
3111,DR,94536,835400,0,3,Downtown / BART,False,3111,4,1,2,1,0,3,27.5129,8.302200000000001,0.3017566305260442,4,1,0.25,8,2,0.25,14,4,0.2857142857142857,4,1,0.25,4,1,0.25,6,2,0.3333333333333333,7,0,0.0,7,4,0.5714285714285714,2,0,0.0,2,1,0.5,2,0,0.0,2,1,0.5,3,0,0.0,3,2,0.6666666666666666,DEM NPP NPP NPP,DEM,False,False,False
3112,PL/TER,94538,832910,0,3,Centerville,False,3112,1,1,1,1,0,0,11.0063,4.0017,0.3635826753768296,2,1,0.5,4,1,0.25,6,2,0.3333333333333333,2,1,0.5,2,0,0.0,2,1,0.5,3,0,0.0,3,2,0.6666666666666666,1,0,0.0,1,1,1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,DEM,DEM,False,True,True
3113,DR,94536,832110,0,3,Centerville,False,3113,1,1,1,0,1,0,8.5015,4.3005,0.5058519084867377,0,0,-1.0,2,1,0.5,4,2,0.5,0,0,-1.0,2,1,0.5,2,1,0.5,2,0,0.0,2,2,1.0,0,0,-1.0,0,0,-1.0,1,0,0.0,1,1,1.0,1,0,0.0,1,1,1.0,REP,REP,False,True,True
3114,WAY,94538,832710,0,3,Centerville,False,3114,2,2,2,2,0,0,22.0126,20.811799999999998,0.9454494244205591,4,4,1.0,8,7,0.875,12,11,0.9166666666666666,4,4,1.0,4,3,0.75,4,4,1.0,6,5,0.8333333333333334,6,6,1.0,2,2,1.0,2,2,1.0,2,1,0.5,2,2,1.0,2,2,1.0,2,2,1.0,DEM DEM,DEM,False,True,True
3115,PL/TER,94536,835410,0,3,Downtown / BART,False,3115,3,2,0,0,2,1,33.0189,8.0034,0.24238845025121972,6,2,0.3333333333333333,12,2,0.16666666666666666,18,4,0.2222222222222222,6,2,0.3333333333333333,6,0,0.0,6,2,0.3333333333333333,9,0,0.0,9,4,0.4444444444444444,3,0,0.0,3,2,0.6666666666666666,3,0,0.0,3,0,0.0,3,0,0.0,3,2,0.6666666666666666,NPP REP REP,REP,False,False,False
3116,AVE,94538,835310,0,3,Downtown / BART,True,3116,1,0,0,0,0,1,11.0063,0.0,0.0,2,0,0.0,4,0,0.0,6,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,3,0,0.0,3,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,NPP,NPP,False,False,True
3117,AVE,94538,832210,2,3,Centerville,False,3117,8,6,2,0,4,2,57.5316,16.0226,0.27850085865854596,10,9,0.9,20,9,0.45,31,11,0.3548387096774194,10,9,0.9,10,0,0.0,11,2,0.18181818181818182,15,5,0.3333333333333333,16,6,0.375,5,5,1.0,5,4,0.8,5,0,0.0,5,0,0.0,5,0,0.0,6,2,0.3333333333333333,REP REP REP REP NPP NPP AI NAT,REP,True,False,False
3118,OTH,94536,835400,0,3,Downtown / BART,False,3118,1,1,1,1,0,0,11.0063,5.5003,0.49974105739440144,2,0,0.0,4,0,0.0,6,2,0.3333333333333333,2,0,0.0,2,0,0.0,2,2,1.0,3,1,0.3333333333333333,3,1,0.3333333333333333,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,1,1,1.0,DEM,DEM,False,True,True
3119,OTH,94536,835420,0,3,Downtown / BART,False,3119,2,1,2,0,0,1,13.5064,7.0019,0.5184134928626429,2,1,0.5,4,1,0.25,7,3,0.42857142857142855,2,1,0.5,2,0,0.0,3,2,0.6666666666666666,3,1,0.3333333333333333,4,2,0.5,1,0,0.0,1,1,1.0,1,0,0.0,1,0,0.0,1,1,1.0,2,1,0.5,AI NPP,AI,False,False,False
3120,CT,94538,832900,0,3,Centerville,False,3120,3,3,3,3,0,0,33.0189,22.8071,0.690728643292175,6,3,0.5,12,6,0.5,18,11,0.6111111111111112,6,3,0.5,6,3,0.5,6,5,0.8333333333333334,9,3,0.3333333333333333,9,8,0.8888888888888888,3,0,0.0,3,3,1.0,3,1,0.3333333333333333,3,2,0.6666666666666666,3,2,0.6666666666666666,3,3,1.0,DEM DEM DEM,DEM,False,True,True
3121,CMN,94538,835310,0,3,Downtown / BART,False,3121,1,1,1,1,0,0,5.5003,0.0,0.0,0,0,-1.0,0,0,-1.0,2,0,0.0,0,0,-1.0,0,0,-1.0,2,0,0.0,1,0,0.0,1,0,0.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,0,0.0,1,0,0.0,DEM,DEM,False,True,True
3122,AVE,94538,832800,0,3,Centerville,False,3122,2,2,1,2,0,0,22.0126,15.607600000000001,0.709030282656297,4,3,0.75,8,5,0.625,12,8,0.6666666666666666,4,3,0.75,4,2,0.5,4,3,0.75,6,2,0.3333333333333333,6,6,1.0,2,1,0.5,2,2,1.0,2,0,0.0,2,2,1.0,2,1,0.5,2,2,1.0,DEM DEM,DEM,False,True,True
3123,DR,94536,835400,0,3,Downtown / BART,False,3123,4,4,0,3,1,0,44.0252,24.4176,0.5546278040758476,8,7,0.875,16,10,0.625,24,14,0.5833333333333334,8,7,0.875,8,3,0.375,8,4,0.5,12,3,0.25,12,11,0.9166666666666666,4,3,0.75,4,4,1.0,4,0,0.0,4,3,0.75,4,0,0.0,4,4,1.0,DEM DEM REP DEM,DEM,True,True,False
3124,PL/TER,94536,835100,0,3,Centerville,False,3124,1,1,1,1,0,0,11.0063,7.0019,0.6361720105757612,2,1,0.5,4,1,0.25,6,3,0.5,2,1,0.5,2,0,0.0,2,2,1.0,3,1,0.3333333333333333,3,2,0.6666666666666666,1,0,0.0,1,1,1.0,1,0,0.0,1,0,0.0,1,1,1.0,1,1,1.0,DEM,DEM,False,True,True
3125,WAY,94538,832610,2,3,Centerville,True,3125,1,0,1,0,0,1,11.0063,0.0,0.0,2,0,0.0,4,0,0.0,6,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,3,0,0.0,3,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,NPP,NPP,False,False,True
3126,WAY,94536,832400,0,3,Centerville,False,3126,2,0,2,0,0,2,22.0126,18.0092,0.8181314338151786,4,3,0.75,8,7,0.875,12,10,0.8333333333333334,4,3,0.75,4,4,1.0,4,3,0.75,6,4,0.6666666666666666,6,6,1.0,2,1,0.5,2,2,1.0,2,2,1.0,2,2,1.0,2,1,0.5,2,2,1.0,NPP NPP,NPP,False,False,True
3127,BLVD,94538,832700,1,3,Centerville,True,3127,2,2,2,1,0,0,5.0002,2.5001,0.5,0,0,-1.0,0,0,-1.0,2,1,0.5,0,0,-1.0,0,0,-1.0,2,1,0.5,0,0,-1.0,2,1,0.5,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,2,1,0.5,DEM AI,TIE,True,True,False
3128,DR,94538,832610,2,3,Centerville,True,3128,1,1,0,1,0,0,11.0063,7.0019,0.6361720105757612,2,1,0.5,4,1,0.25,6,3,0.5,2,1,0.5,2,0,0.0,2,2,1.0,3,1,0.3333333333333333,3,2,0.6666666666666666,1,0,0.0,1,1,1.0,1,0,0.0,1,0,0.0,1,1,1.0,1,1,1.0,DEM,DEM,False,True,True
3129,BLVD,94538,832700,2,3,Centerville,True,3129,1,0,1,0,0,1,11.0063,2.5001,0.2271517221954699,2,0,0.0,4,0,0.0,6,1,0.16666666666666666,2,0,0.0,2,0,0.0,2,1,0.5,3,0,0.0,3,1,0.3333333333333333,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,NPP,NPP,False,False,True
3130,OTH,94538,832900,0,3,Centerville,False,3130,3,2,2,2,0,1,26.5097,15.304100000000002,0.5773018932692563,3,2,0.6666666666666666,7,3,0.42857142857142855,13,7,0.5384615384615384,3,2,0.6666666666666666,4,1,0.25,6,4,0.6666666666666666,6,1,0.16666666666666666,7,6,0.8571428571428571,1,0,0.0,2,2,1.0,2,0,0.0,2,1,0.5,3,1,0.3333333333333333,3,3,1.0,DEM NPP DEM,DEM,False,False,False
3131,AVE,94538,832600,1,3,Centerville,False,3131,2,1,2,0,1,1,22.0126,5.503299999999999,0.25000681427909466,4,2,0.5,8,2,0.25,12,3,0.25,4,2,0.5,4,0,0.0,4,1,0.25,6,0,0.0,6,3,0.5,2,0,0.0,2,2,1.0,2,0,0.0,2,0,0.0,2,0,0.0,2,1,0.5,NPP REP,REP,False,False,False
3132,AVE,94538,832600,1,3,Centerville,False,3132,2,2,2,2,0,0,18.307,9.8018,0.5354126836729121,2,0,0.0,5,3,0.6,9,5,0.5555555555555556,2,0,0.0,3,3,1.0,4,2,0.5,4,1,0.25,5,4,0.8,1,0,0.0,1,0,0.0,1,1,1.0,2,2,1.0,2,0,0.0,2,2,1.0,DEM DEM,DEM,False,True,True
3133,DR,94538,835310,0,3,Downtown / BART,True,3133,1,0,0,0,0,1,2.5001,2.5001,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,NPP,NPP,False,False,True
